assembly_accession,locus_tag,product_accession,contigID,start,end
GCA_001507975.1,XD46_1323,KUK03944.1,,1,317
GCA_001560405.1,CBFEEOME_01668,CBFEEOME_01668,,67749,68933
GCA_000245155.2,LAIGOEOD_00028,LAIGOEOD_00028,,26409,27563
GCA_002813655.1,BK007_09810,AUB56278.1,,1997635,1998228
GCA_000243455.2,MetfoDRAFT_0954,EHP86828.1,,20845,21249
GCA_002116695.1,B6F84_00065,ARM74578.1,,26151,27923
GCA_000621965.1,KOPIIBIJ_01041,KOPIIBIJ_01041,,49913,50932
GCA_001560045.1,GGCEIJFO_02155,GGCEIJFO_02155,,77296,77592
GCA_002215445.1,NJIMJNHF_02009,NJIMJNHF_02009,,1852472,1853377
GCA_001560455.1,GALLAPDK_02199,GALLAPDK_02199,,31541,32302
GCA_000245155.2,LAIGOEOD_02941,LAIGOEOD_02941,,887236,888150
GCA_002508545.1,BKNODKHA_00672,BKNODKHA_00672,,6837,7478
GCA_000734035.1,AFULGI_00021230,AIG98865.1,,1836717,1837724
GCA_000245155.2,LAIGOEOD_02952,LAIGOEOD_02952,,900029,900925
GCA_000499765.1,MBMB1_0363,CDG64473.1,,362171,363136
GCA_000474235.1,MBEHAL_2385,GAD53625.1,,9162,9965
GCA_000022405.1,M1425_0859,ACP37659.1,,813329,814120
GCA_000336795.1,C456_13948,ELZ71862.1,,4654,5202
GCA_000008645.1,MTH_325,AAB84831.1,,259228,260091
GCA_002505895.1,HOPMLNDI_01811,HOPMLNDI_01811,,448,717
GCA_002508765.1,HGKIOEGM_01364,HGKIOEGM_01364,,22036,22698
GCA_000092305.1,Metin_0925,ADG13586.1,,829666,830313
GCA_002508505.1,NCMODBLN_00418,NCMODBLN_00418,,21847,22791
GCA_000979635.1,DU45_12730,KKG60443.1,,14836,15126
GCA_000979765.1,DU68_01945,KKG98056.1,,50354,51028
GCA_002252965.1,DJ73_04825,OYR54547.1,,5352,5579
GCA_000336875.1,C463_14210,ELZ40752.1,,30851,31483
GCA_000734035.1,AFULGI_00021160,AIG98858.1,,1828956,1829987
GCA_000747605.1,HA72_1161,AIM27308.1,,1124870,1125718
GCA_001560305.1,PJMKINCC_02347,PJMKINCC_02347,,162808,163494
GCA_001560755.1,BMOELBDG_00586,BMOELBDG_00586,,573322,574506
GCA_900012635.1,CHITON_1032,CUX77811.1,,986978,987487
GCA_002503825.1,HNFAKEMI_01395,HNFAKEMI_01395,,61019,61969
GCA_000979385.1,EO92_18075,KKG11214.1,,48565,49434
GCA_000234805.1,P186_1025,AET32462.1,,861593,862399
GCA_002497365.1,GKALIOIL_01655,GKALIOIL_01655,,42471,43136
GCA_900196725.1,MNV_250003,SNQ61186.1,,1479,2048
GCA_000022485.1,YN1551_2121,ACP49142.1,,1890963,1891835
GCA_000189555.1,SiRe_0768,ADX84849.1,,744903,745625
GCA_000734035.1,AFULGI_00006290,AIG97430.1,,548949,549737
GCA_001560645.1,AEPHJOEN_01825,AEPHJOEN_01825,,21169,21924
GCA_000980155.1,DU81_13835,KKI05696.1,,9580,10569
GCA_000979105.1,DU44_12240,KKH16199.1,,15982,16959
GCA_002496805.1,AHGPDOKP_00291,AHGPDOKP_00291,,297550,299931
GCA_001560605.1,BPJJOKJI_02256,BPJJOKJI_02256,,54218,54823
GCA_000979335.1,DU31_20190,KKG08055.1,,56100,57605
GCA_000189555.1,SiRe_0893,ADX84965.1,,855486,856223
GCA_000979495.1,DU52_12905,KKG32027.1,,18251,20014
GCA_000019605.1,Kcr_0426,ACB07182.1,,436047,436592
GCA_001889405.1,BHR79_02665,APH38499.1,,526771,527559
GCA_001402855.1,AAY43_06600,ALK05433.1,,1513946,1514680
GCA_000970305.1,MSBR3_0143,AKB80721.1,,197955,199202
GCA_002010125.1,BAKOEDHM_01173,BAKOEDHM_01173,,10442,11365
GCA_000190315.1,VMUT_1480,ADY01685.1,,1465598,1466461
GCA_002287175.1,ASJ80_10840,PAV04801.1,,122211,122804
GCA_001560755.1,BMOELBDG_00730,BMOELBDG_00730,,706192,706953
GCA_001516585.1,AT710_00945,KUO93177.1,,41944,43884
GCA_002499035.1,ILHJLMCN_01532,ILHJLMCN_01532,,132063,132680
GCA_001458655.1,MB9_0464,CEL24111.1,,487992,488735
GCA_000494165.1,DJPPGCIM_00708,DJPPGCIM_00708,,772,1047
GCA_001953745.1,A6E15_08055,OLZ40948.1,,1612232,1614811
GCA_002712825.1,CL958_00530,MBE01582.1,,17321,18229
GCA_002011165.1,KINEACGF_01185,KINEACGF_01185,,47354,48037
GCA_002025255.1,B4589_09195,OPF22841.1,,1510555,1511244
GCA_002505025.1,PKCHPAJG_00073,PKCHPAJG_00073,,6766,7899
GCA_000745485.1,FPCDAMDP_01511,FPCDAMDP_01511,,7802,8542
GCA_002495445.1,GLIMAOAA_00836,GLIMAOAA_00836,,70594,70842
GCA_000698785.1,NVIE_025790,AIC16849.1,,2173023,2173553
GCA_002719975.1,CMB64_04370,MBJ23884.1,,41435,42916
GCA_900111485.1,SAMN04488694_15417,SEU12480.1,,5051,6085
GCA_001560605.1,BPJJOKJI_02068,BPJJOKJI_02068,,4463,5257
GCA_000245275.2,BBOLJCCI_01065,BBOLJCCI_01065,,1009164,1010318
GCA_002252585.1,JBCPGOIN_00231,JBCPGOIN_00231,,226425,227381
GCA_001560385.1,HJJKLNCI_01913,HJJKLNCI_01913,,34754,35515
GCA_000816105.1,X802_10200,AJC72480.1,,1790386,1790733
GCA_001560205.1,HHJEFJGM_02347,HHJEFJGM_02347,,2390,2791
GCA_001871605.1,AUJ15_02635,OIO25693.1,,1814,2404
GCA_000979255.1,DU77_13725,KKH75153.1,,10989,13052
GCA_000979515.1,DU35_15670,KKG44337.1,,15912,16340
GCA_001560315.1,COBLBLBO_02298,COBLBLBO_02298,,110591,111880
GCA_002898355.1,HRbin01_01836,GBC70128.1,,18464,19069
GCA_000022425.1,M1627_0942,ACP54868.1,,919152,919769
GCA_000243315.1,MetMK1DRAFT_00004270,EHP69925.1,,209628,210281
GCA_002214505.1,A3L11_06115,ASJ08819.1,,1136446,1137156
GCA_000979575.1,DU38_14360,KKG50485.1,,22870,23478
GCA_001508695.1,XE11_1747,KUL02483.1,,311,607
GCA_000402935.1,DDDNNMAK_00046,DDDNNMAK_00046,,5452,6366
GCA_900110465.1,SAMN04487948_12027,SEP19522.1,,39339,40160
GCA_000235565.1,Mhar_1708,AET65066.1,,1835234,1836250
GCA_002762795.1,COV18_03310,PIN75554.1,,71649,71921
GCA_000494125.1,PDEBGFNK_00571,PDEBGFNK_00571,,324,1031
GCA_000789255.1,GACE_2143,AIY91165.1,,1765829,1766461
GCA_900215215.1,SAMN06295989_10212,SNY03442.1,,13675,14328
GCA_000011185.1,,BAB59249.1,,112611,113768
GCA_001481295.1,AUQ37_04650,KUE74391.1,,60808,61335
GCA_900176435.1,SAMN02745355_1324,SMD31391.1,,290,565
GCA_900142335.1,SAMN05444342_3610,SHL35014.1,,152550,153104
GCA_002501725.1,LDOBEMPF_00891,LDOBEMPF_00891,,37220,37480
GCA_000023985.1,Mefer_1435,ACV25239.1,,1348172,1348894
GCA_900109065.1,SAMN05444271_1507,SEJ33674.1,,8492,9484
GCA_002499145.1,CPHEGNMP_01521,CPHEGNMP_01521,,6125,8641
GCA_002495445.1,GLIMAOAA_01606,GLIMAOAA_01606,,70798,71391
GCA_001559975.1,HBLMNIAF_02408,HBLMNIAF_02408,,279,680
GCA_002495725.1,GIJNIGPB_02607,GIJNIGPB_02607,,36087,36905
GCA_002499085.1,OJDOPMLC_01049,OJDOPMLC_01049,,133159,134178
GCA_000762265.1,BRM9_1904,AIS32708.1,,1940730,1940993
GCA_001571385.1,LMGJKCFM_02277,LMGJKCFM_02277,,2304377,2304895
GCA_900003575.1,MOMDKEIE_03056,MOMDKEIE_03056,,82160,83278
GCA_002634415.1,ANLMPLNA_03194,ANLMPLNA_03194,,312,2720
GCA_000980075.1,DU88_02230,KKH88172.1,,28301,30319
GCA_000979115.1,DU58_12415,KKH23883.1,,19546,20148
GCA_000022465.1,YG5714_0764,ACP45051.1,,711288,712010
GCA_900064395.1,ENBABGMI_01738,ENBABGMI_01738,,6351,6971
GCA_001280455.1,AMR74_15715,KOX95376.1,,126414,126674
GCA_002010995.1,ICCEPFBO_00125,ICCEPFBO_00125,,37058,37852
GCA_000969885.1,MSTHT_1964,AKB13722.1,,2407761,2408708
GCA_002494745.1,MHGNJMBD_01309,MHGNJMBD_01309,,481,1485
GCA_001559975.1,HBLMNIAF_02407,HBLMNIAF_02407,,127879,128784
GCA_001560455.1,GALLAPDK_01745,GALLAPDK_01745,,301325,302509
GCA_001507975.1,XD46_1344,KUK03927.1,,134,2485
GCA_002010305.1,JIGLKENP_01956,JIGLKENP_01956,,39943,40881
GCA_000979915.1,DU54_18185,KKH42686.1,,13364,15382
GCA_002496385.1,FEDMDGEE_01230,FEDMDGEE_01230,,15013,16029
GCA_002499445.1,ACBPDHNH_01833,ACBPDHNH_01833,,9623,11008
GCA_000979125.1,DU60_01815,KKH28593.1,,71294,71494
GCA_002495445.1,GLIMAOAA_00832,GLIMAOAA_00832,,64993,65718
GCA_000979105.1,DU44_19260,KKH16340.1,,88858,89679
GCA_000337735.1,C495_16705,ELY41479.1,,3946,6573
GCA_000978935.1,DU39_01080,KKG39119.1,,1964,3727
GCA_001559955.1,EBAHONHF_02197,EBAHONHF_02197,,104066,104968
GCA_002010155.1,KDDMKHMK_00153,KDDMKHMK_00153,,14236,14952
GCA_001748385.1,CDOAMCFG_01917,CDOAMCFG_01917,,78640,79437
GCA_001625445.1,A4G99_24030,KZN24962.1,,1519,2088
GCA_001560125.1,DBBCKIFB_00036,DBBCKIFB_00036,,38655,39122
GCA_000978935.1,DU39_00205,KKG39240.1,,216,644
GCA_000402915.1,EBEIIGGG_00382,EBEIIGGG_00382,,8166,9095
GCA_000979345.1,DU47_19880,KKF97860.1,,68144,69055
GCA_000179575.2,Metok_0117,AEH06113.1,,110201,110644
GCA_000784355.1,FHEJMPDJ_01508,FHEJMPDJ_01508,,205401,207224
GCA_000245255.2,OEHBGHGL_00035,OEHBGHGL_00035,,39719,40438
GCA_002243045.1,OCNMKEAD_01405,OCNMKEAD_01405,,19079,20047
GCA_000270325.1,CSUB_C1006,BAJ50859.1,,977074,977793
GCA_000979555.1,DU41_15730,KKG47368.1,,5606,5806
GCA_001280455.1,AMR74_15730,KOX95379.1,,128212,130899
GCA_000405885.1,NGCLDBDJ_00914,NGCLDBDJ_00914,,7223,8239
GCA_002508665.1,MIFEAEBD_01203,MIFEAEBD_01203,,49368,49925
GCA_000264495.1,TCELL_1018,AFK51441.1,,948588,949664
GCA_000979685.1,DU55_00495,KKG76271.1,,11417,12406
GCA_001481685.1,EYM_05460,ALU12587.1,,952292,953089
GCA_000979385.1,EO92_18110,KKG11221.1,,56927,57916
GCA_001559965.1,BOJFONCB_02214,BOJFONCB_02214,,41511,41978
GCA_000175555.1,DGMHJNOM_00476,DGMHJNOM_00476,,1337,2206
GCA_900107205.1,SAMN05216564_11170,SDY83973.1,,70467,72632
GCA_000247545.1,Pogu_1115,AFA39142.1,,954782,955060
GCA_002503985.1,GKNLPNEF_01301,GKNLPNEF_01301,,138772,139299
GCA_000979505.1,DU30_06890,KKG30189.1,,14836,15426
GCA_000336815.1,C457_10691,ELZ68872.1,,51662,53854
GCA_002499825.1,DLBEHFPI_00296,DLBEHFPI_00296,,24379,26631
GCA_001315985.1,EHOGNACC_01726,EHOGNACC_01726,,151802,152776
GCA_002494795.1,LOIIAHKI_00945,LOIIAHKI_00945,,328,1467
GCA_002506455.1,ADCKCHDA_00503,ADCKCHDA_00503,,13448,14266
GCA_002495445.1,GLIMAOAA_00831,GLIMAOAA_00831,,64055,64990
GCA_001563245.1,YLM1_1435,AMK15992.1,,1725491,1726612
GCA_002356395.1,tca_00297,BAZ98372.1,,248337,249188
GCA_001560245.1,KKDDGCAJ_01611,KKDDGCAJ_01611,,1472883,1473644
GCA_001559955.1,EBAHONHF_01673,EBAHONHF_01673,,33599,34204
GCA_000013725.1,Mbur_0560,ABE51535.1,,566998,568206
GCA_001508185.1,XD62_1459,KUK29461.1,,494,1498
GCA_000012545.1,Msp_0419,ABC56820.1,,482445,484262
GCA_000337795.1,C438_19095,ELZ99743.1,,7919,8449
GCA_900176435.1,SAMN02745355_1376,SMD31435.1,,59204,60499
GCA_900025055.1,NGICBDDL_01245,NGICBDDL_01245,,30894,31829
GCA_000179575.2,Metok_0115,AEH06111.1,,107450,107968
GCA_000979335.1,DU31_20200,KKG08057.1,,58140,60158
GCA_000970005.1,MSWH1_1682,AKB21953.1,,2065245,2066021
GCA_001560355.1,DBFJMMEK_02324,DBFJMMEK_02324,,8477,9661
GCA_002504765.1,AFILAJDB_01478,AFILAJDB_01478,,375,644
GCA_000245155.2,LAIGOEOD_00012,LAIGOEOD_00012,,13748,16783
GCA_900198835.1,OAOADCOO_01679,OAOADCOO_01679,,1506651,1507604
GCA_001560115.1,CMGKDJEF_00765,CMGKDJEF_00765,,753929,754765
GCA_000308215.1,HBHAPLFH_02091,HBHAPLFH_02091,,731629,731919
GCA_002499825.1,DLBEHFPI_00292,DLBEHFPI_00292,,21831,22421
GCA_001266715.1,MsedD_1184,AKV80933.1,,1130940,1131773
GCA_001266715.1,MsedD_1178,AKV80927.1,,1124140,1124904
GCA_000336895.1,C443_03069,EMA25143.1,,2374,2922
GCA_000022385.1,LS215_0640,ACP34728.1,,551729,554842
GCA_002495565.1,IDGFBHFN_01167,IDGFBHFN_01167,,103922,104350
GCA_002505195.1,DCJDHHKN_00037,DCJDHHKN_00037,,1578,2618
GCA_000979575.1,DU38_01370,KKG47412.1,,216,644
GCA_001914405.1,BTN85_1304,OKY78801.1,,1264106,1264648
GCA_000979675.1,DU46_11700,KKG69189.1,,20647,21534
GCA_002498845.1,HAAFCEFH_00654,HAAFCEFH_00654,,1398,1949
GCA_900215215.1,SAMN06295989_10650,SNY16749.1,,61506,62270
GCA_000091665.1,MJ_1667,AAB99692.1,,1650074,1651330
GCA_000190075.2,HJECHJCB_00196,HJECHJCB_00196,,114254,114532
GCA_001560645.1,AEPHJOEN_01051,AEPHJOEN_01051,,47674,49674
GCA_000190095.2,PDNALMCC_00060,PDNALMCC_00060,,56511,58874
GCA_000979295.1,EO95_17975,KKH99567.1,,1314,2345
GCA_000379085.1,HNOAHCBO_02329,HNOAHCBO_02329,,2213853,2214845
GCA_000195895.1,Mbar_A3123,AAZ72010.1,,4016248,4018779
GCA_001896725.1,DMFLKMLA_01325,DMFLKMLA_01325,,15050,15796
GCA_000251105.1,Mtc_1180,AFC99936.1,,1147759,1148043
GCA_002487355.1,AOIFKBFE_02024,AOIFKBFE_02024,,26821,29229
GCA_000979195.1,DU76_06815,KKH57350.1,,723,2741
GCA_000245115.2,ELEAMKNB_01980,ELEAMKNB_01980,,35555,36160
GCA_002502925.1,NGHCGJDK_00542,NGHCGJDK_00542,,61935,64118
GCA_002287195.1,ASJ82_02770,PAV07473.1,,9165,9887
GCA_002509565.1,KCGEAFKK_01932,KCGEAFKK_01932,,67875,68909
GCA_001914405.1,BTN85_1255,OKY78756.1,,1217183,1219687
GCA_002508805.1,NGACKDAF_02233,NGACKDAF_02233,,23182,24117
GCA_002214585.1,A3L09_06770,ASJ02980.1,,1256245,1257000
GCA_000968435.1,SULA_2316,AKA79868.1,,2132725,2133627
GCA_000529525.1,HFMMEKKD_02318,HFMMEKKD_02318,,30110,30895
GCA_000012545.1,Msp_0943,ABC57331.1,,1085878,1088631
GCA_000302455.1,A994_11387,EKF84794.1,,636,899
GCA_001560125.1,DBBCKIFB_02342,DBBCKIFB_02342,,76715,77401
GCA_002505605.1,DIOANNCK_01869,DIOANNCK_01869,,113228,113734
GCA_000092305.1,Metin_0165,ADG12837.1,,153857,154996
GCA_000195895.1,Mbar_A0308,AAZ69292.1,,362323,362946
GCA_900156475.1,SAMN05421752_12740,SIS20391.1,,20116,20871
GCA_000969905.1,MSVAZ_2241,AKB44510.1,,2863876,2866206
GCA_002214525.1,A3L12_06405,ASJ10955.1,,1189055,1190035
GCA_002509655.1,LODLIDLP_01385,LODLIDLP_01385,,46604,47305
GCA_000245255.2,OEHBGHGL_00007,OEHBGHGL_00007,,7124,7942
GCA_002501655.1,JLJEEGKO_02090,JLJEEGKO_02090,,44797,46698
GCA_002496705.1,OJKIBACN_00751,OJKIBACN_00751,,24039,24530
GCA_000025505.1,Ferp_1857,ADC66000.1,,1610382,1610933
GCA_001560165.1,FJIOONJO_00396,FJIOONJO_00396,,313,714
GCA_001560035.1,OFPDGDDC_02334,OFPDGDDC_02334,,16174,16575
GCA_002495565.1,IDGFBHFN_01165,IDGFBHFN_01165,,101851,102930
GCA_900095385.1,L21_0905,SCL75017.1,,26011,26946
GCA_001560045.1,GGCEIJFO_01559,GGCEIJFO_01559,,338,739
GCA_002116695.1,B6F84_00035,ARM76983.1,,6622,7365
GCA_001560045.1,GGCEIJFO_00464,GGCEIJFO_00464,,214393,215058
GCA_001560755.1,BMOELBDG_00737,BMOELBDG_00737,,713067,713534
GCA_002504725.1,PDBAAAPJ_00391,PDBAAAPJ_00391,,193242,193505
GCA_002507395.1,MJCCJDFO_00027,MJCCJDFO_00027,,7208,7900
GCA_002505925.1,ELPLKGLN_01092,ELPLKGLN_01092,,61870,62358
GCA_000376965.1,GNOCFNDI_01507,GNOCFNDI_01507,,2342,4228
GCA_000978945.1,DU49_19535,KKG31331.1,,628,1554
GCA_000022385.1,LS215_1070,ACP35099.1,,988605,989291
GCA_000979185.1,DU71_06600,KKH37916.1,,9105,10076
GCA_000969965.1,MSWHS_2606,AKB19469.1,,3169053,3171083
GCA_002010045.1,GLICIPPC_00867,GLICIPPC_00867,,19300,20010
GCA_000309865.1,B655_2180,EKQ51547.1,,4326,4739
GCA_001316245.1,HKNNLONN_01938,HKNNLONN_01938,,2246,2527
GCA_900100715.1,SAMN04488589_0309,SDF31070.1,,357239,358372
GCA_000144915.1,ASAC_0006,ADL18415.1,,3593,4582
GCA_001717005.1,BDALANFB_00623,BDALANFB_00623,,1687,2724
GCA_900100385.1,SAMN05216226_102144,SDJ32708.1,,136761,139586
GCA_001602645.1,CJPDHIMO_00831,CJPDHIMO_00831,,6503,7291
GCA_000231015.3,Desfe_0433,AFL66342.1,,409577,411445
GCA_002010075.1,CBEJEKJO_01382,CBEJEKJO_01382,,221,685
GCA_000711905.1,ENACBEBM_01631,ENACBEBM_01631,,24097,26991
GCA_001481635.1,ATZ20_10855,ALU32596.1,,2068927,2069682
GCA_000092305.1,Metin_0164,ADG12836.1,,152526,153860
GCA_000091665.1,MJ_0378,AAB98367.1,,343918,344886
GCA_002499905.1,NICLOEEA_00488,NICLOEEA_00488,,77299,78345
GCA_000337115.1,C478_02477,ELZ16932.1,,44098,45150
GCA_000979735.1,DU61_05860,KKG81919.1,,41657,42739
GCA_000446015.1,N186_04220,AGT35196.1,,728029,728838
GCA_002508765.1,HGKIOEGM_02082,HGKIOEGM_02082,,62706,62999
GCA_000022485.1,YN1551_2276,ACP49260.1,,2028314,2029000
GCA_001559955.1,EBAHONHF_01621,EBAHONHF_01621,,50583,51500
GCA_000265525.1,CL1_0375,AFL94586.1,,338324,339109
GCA_000217995.1,Mzhil_1556,AEH61395.1,,1669567,1670478
GCA_002215525.1,PGEJMNCI_02003,PGEJMNCI_02003,,1856907,1857668
GCA_002494625.1,JFNLIPMI_00039,JFNLIPMI_00039,,33351,34070
GCA_002878225.1,C0171_01230,PMP92168.1,,913,1593
GCA_000969945.1,MSKOL_0595,AKB46372.1,,736200,736802
GCA_001189275.1,PYWP30_00257,AKT33915.1,,230173,230451
GCA_001508695.1,XE11_1801,KUL02331.1,,1208,2239
GCA_001560635.1,ABOLPMBH_01787,ABOLPMBH_01787,,575725,576411
GCA_001477655.1,sm9_1133,ALT68917.1,,1252318,1253151
GCA_000340315.1,SacN8_09965,AGE71947.1,,1821557,1822369
GCA_001560635.1,ABOLPMBH_02334,ABOLPMBH_02334,,127973,128269
GCA_000980135.1,DU84_03130,KKH93942.1,,33824,34498
GCA_000007185.1,MK1319,AAM02532.1,,1338024,1339115
GCA_002855455.1,CYV19_02280,PLK21683.1,,6431,8584
GCA_001189275.1,PYWP30_00597,AKT34245.1,,535187,536668
GCA_002496325.1,IEMAJLHG_01238,IEMAJLHG_01238,,11130,12014
GCA_000970145.1,MSSAC_3774,AKB38364.1,,4639167,4640048
GCA_900176435.1,SAMN02745355_1327,SMD31394.1,,2055,4484
GCA_001560765.1,HODOBGIE_02398,HODOBGIE_02398,,54158,54823
GCA_001560435.1,PKHHENCB_01387,PKHHENCB_01387,,49886,50287
GCA_000980025.1,DU87_09905,KKH65570.1,,31755,33773
GCA_000979185.1,DU71_17530,KKH42410.1,,5121,5711
GCA_000016605.1,Msed_1154,ABP95315.1,,1117096,1118376
GCA_000979995.1,DU74_10955,KKH56365.1,,12564,12854
GCA_900116205.1,SAMN04488556_0123,SFT09940.1,,9915,10679
GCA_002010155.1,KDDMKHMK_01705,KDDMKHMK_01705,,4806,5285
GCA_900114585.1,SAMN02910297_01652,SFL74497.1,,467,1438
GCA_001266675.1,MsedB_1155,AKV76410.1,,1073311,1074159
GCA_000015205.1,Pisl_1722,ABL88873.1,,1558952,1559608
GCA_000979595.1,DU64_17115,KKG65630.1,,13841,14812
GCA_001488575.1,HHUB_4144,CQH63646.1,,139482,141629
GCA_000011105.1,,BAA30017.1,,829363,829728
GCA_001560215.1,NGNHDNEJ_01672,NGNHDNEJ_01672,,33268,33873
GCA_000979035.1,DU66_18945,KKH00671.1,,1070,1669
GCA_000685155.1,ANME2D_00577,KCZ73509.1,,522021,522782
GCA_001560555.1,JNMGENJO_01964,JNMGENJO_01964,,292666,294666
GCA_000018305.1,Cmaq_1516,ABW02340.1,,1597811,1598287
GCA_002855745.1,B7L53_01155,PLJ78581.1,,234412,235380
GCA_000402915.1,EBEIIGGG_00328,EBEIIGGG_00328,,2078,2911
GCA_900003565.1,PADBINJL_00472,PADBINJL_00472,,84587,87271
GCA_900012635.1,CHITON_1042,CUX77821.1,,998181,1001366
GCA_002078205.2,B7L70_02195,PLC68684.1,,32850,33548
GCA_900196725.1,MNV_80003,SNQ62602.1,,508,1476
GCA_002505925.1,ELPLKGLN_00804,ELPLKGLN_00804,,16067,17425
GCA_001508185.1,XD62_1458,KUK29460.1,,159,416
GCA_001871475.1,AUJ17_04225,OIO20998.1,,31620,31916
GCA_002495685.1,GGDPLPCN_00611,GGDPLPCN_00611,,22134,23969
GCA_000979935.1,DU72_04085,KKH55393.1,,33062,33664
GCA_000430905.1,PGGLHOLM_01482,PGGLHOLM_01482,,30924,31598
GCA_001507975.1,XD46_1326,KUK03947.1,,2037,3275
GCA_002011035.1,IKDALMAK_01649,IKDALMAK_01649,,91453,92478
GCA_000979115.1,DU58_19080,KKH25812.1,,14807,15397
GCA_000979505.1,DU30_07115,KKG32832.1,,20467,22968
GCA_900196725.1,MNV_2010001,SNQ60753.1,,204,497
GCA_001560125.1,DBBCKIFB_02308,DBBCKIFB_02308,,26877,27728
GCA_000190135.2,DPECFMIL_00075,DPECFMIL_00075,,24857,25579
GCA_002898355.1,HRbin01_01603,GBC69898.1,,16337,16615
GCA_000739065.1,JH146_1299,AIJ06141.1,,1282804,1283343
GCA_000021965.1,Mpal_1606,ACL16918.1,,1652950,1653486
GCA_900198835.1,OAOADCOO_02013,OAOADCOO_02013,,1826349,1826786
GCA_001587695.1,APG11_01749,KYC46656.1,,2691,3620
GCA_000979585.1,DU36_14135,KKG50920.1,,6349,8574
GCA_000265525.1,CL1_1953,AFL96148.1,,1868979,1871393
GCA_002116695.1,B6F84_00110,ARM74586.1,,49388,50296
GCA_002505765.1,MPLNHLNP_01260,MPLNHLNP_01260,,26460,27452
GCA_001560815.1,OFIGAABH_01896,OFIGAABH_01896,,111061,112350
GCA_001560435.1,PKHHENCB_01421,PKHHENCB_01421,,86100,86705
GCA_000147875.1,Mpet_0407,ADN35181.1,,419863,420798
GCA_000175555.1,DGMHJNOM_00477,DGMHJNOM_00477,,2418,2744
GCA_002496165.1,EINMINBI_01748,EINMINBI_01748,,8861,9148
GCA_001560245.1,KKDDGCAJ_01604,KKDDGCAJ_01604,,1466302,1466769
GCA_000970165.1,MSMAW_1306,AKB40297.1,,1625210,1626034
GCA_000979505.1,DU30_07130,KKG32835.1,,24188,25120
GCA_002509015.1,DHDMMOJL_00289,DHDMMOJL_00289,,4669,5793
GCA_000007005.1,SSO1991,AAK42181.1,,1802590,1805727
GCA_900114025.1,SAMN05443661_1107,SFI94887.1,,6501,8654
GCA_000190075.2,HJECHJCB_01789,HJECHJCB_01789,,1854,2360
GCA_001726015.1,A8273_1913,ODV48797.1,,2099,2875
GCA_001560355.1,DBFJMMEK_02322,DBFJMMEK_02322,,7480,8166
GCA_002506845.1,GJLEHCPH_01085,GJLEHCPH_01085,,11437,12966
GCA_000979925.1,DU85_20240,KKH43731.1,,932,2950
GCA_002215565.1,IPGMGJGF_01978,IPGMGJGF_01978,,1826965,1827366
GCA_002897955.1,BMS3Bbin15_00971,GBE54810.1,,2115,3899
GCA_001639295.1,MBCUR_11890,KZX12037.1,,4565,5533
GCA_002508705.1,BCLHLAGL_01316,BCLHLAGL_01316,,71838,73808
GCA_002498375.1,INDGFGCA_00636,INDGFGCA_00636,,32665,33783
GCA_000337795.1,C438_19075,ELZ99739.1,,1217,3379
GCA_000189575.1,SiH_0410,ADX81778.1,,363066,363944
GCA_000011125.1,APE_1239a,BAF34780.1,,784237,784515
GCA_000337915.1,C471_02175,ELZ42761.1,,85101,87476
GCA_002215485.1,NDPOHDCN_00268,NDPOHDCN_00268,,231354,231965
GCA_001508745.1,XD40_0177,KUJ94613.1,,44861,45928
GCA_002509255.1,PJKNLDEA_01211,PJKNLDEA_01211,,505,1470
GCA_001560675.1,JCCFAKJJ_02399,JCCFAKJJ_02399,,1992,2288
GCA_000245135.2,ANGOGFEL_00114,ANGOGFEL_00114,,98503,101538
GCA_001315945.1,MFNCFEDD_01031,MFNCFEDD_01031,,103493,104719
GCA_002504965.1,AHEDHFCG_01454,AHEDHFCG_01454,,230719,232554
GCA_001592435.1,A0127_00210,AMQ19481.1,,41429,41899
GCA_000494165.1,DJPPGCIM_00381,DJPPGCIM_00381,,15493,16851
GCA_000979895.1,DU37_11695,KKH31128.1,,11708,12619
GCA_000023985.1,Mefer_1439,ACV25243.1,,1351494,1352006
GCA_001481635.1,ATZ20_00115,ALU30694.1,,28296,28586
GCA_900196725.1,MNV_250006,SNQ61189.1,,5061,6044
GCA_002194565.1,Pdsh_06830,OWJ54505.1,,31895,32506
GCA_002011165.1,KINEACGF_00364,KINEACGF_00364,,110696,112543
GCA_000979685.1,DU55_10415,KKG83414.1,,36037,38055
GCA_001683555.1,A9957_00010,OBZ35500.1,,1936,2589
GCA_000231015.3,Desfe_0432,AFL66341.1,,408765,409574
GCA_001714685.2,BGV40_10225,OEU42319.1,,12902,13513
GCA_001563245.1,YLM1_0699,AMK15256.1,,822257,823261
GCA_000979175.1,DU50_13855,KKH36213.1,,11103,13166
GCA_001766825.1,SBU_001277,OFV65868.1,,77798,78805
GCA_000980055.1,DU86_04435,KKH74795.1,,52265,54283
GCA_001316325.1,BIOFJFDG_03483,BIOFJFDG_03483,,1858,2274
GCA_000011105.1,,BAA29424.1,,312557,313276
GCA_002214365.1,A3L02_05790,ASI99111.1,,1036422,1037171
GCA_900079115.1,SSOP1_2124,SAI85678.1,,1876048,1879185
GCA_000215915.3,HLRTI_001205,ERJ06789.1,,75810,76622
GCA_001560485.1,ILINOBIP_00510,ILINOBIP_00510,,19655,20506
